,,,,FOREIGN STOCKS,,,,US STOCKS,,,BONDS,,CASH,,INFLATION,BILLS,CASH,BILLS
,MSCI,MSCI,MSCI,,Morningstar,Yahoo,Ibbottson,,Ibbottson,Ibbottson,,Ibbottson,FRED (TB3MS),Ibbottson,FRED (CPIAUCSL),FRED,FRED (TB4WK),
Date,USA,WORLD ex USA ,ACWI ex USA,Spliced C and D,AGG,SP500TR,Large Caps,Spliced H+G,Mid-Treasuries,Mid-Corporate Bonds,Spliced F+40%J+60%K,30 day Treas Bills,3-Month Bill,Inflation,CPI,3 MONTH,4-Week Bill,Spliced M+R
12/31/69,100,100,0,7.214,0,0,60.059,42.579,3.557,4.086,62.994,2.239,7.82,2.102,37.7,2.239,,2.239
1/30/70,92.886,97.904,0,7.063,0,0,55.594,39.414,3.568,4.144,63.632,2.252,7.87,2.11,37.9,2.254,,2.252
2/27/70,98.13,96.689,0,6.975,0,0,58.693,41.611,3.724,4.31,66.266,2.266,7.13,2.121,38.1,2.267,,2.266
3/31/70,98.729,96.679,0,6.974,0,0,58.949,41.793,3.757,4.291,66.295,2.279,6.63,2.132,38.3,2.28,,2.279
4/30/70,90.2,86.578,0,6.246,0,0,53.793,38.137,3.679,4.184,64.744,2.291,6.51,2.145,38.5,2.292,,2.291
5/29/70,85.125,80.234,0,5.788,0,0,50.685,35.934,3.72,4.115,64.337,2.303,6.84,2.155,38.6,2.305,,2.303
6/30/70,81.667,81.144,0,5.854,0,0,48.321,34.258,3.742,4.116,64.49,2.316,6.68,2.166,38.8,2.318,,2.316
7/31/70,87.823,84.385,0,6.088,0,0,52.035,36.891,3.799,4.345,67.095,2.328,6.45,2.173,38.9,2.33,,2.328
8/31/70,91.445,86.08,0,6.21,0,0,54.522,38.654,3.843,4.388,67.8,2.341,6.41,2.177,39,2.343,,2.341
9/30/70,94.574,88.778,0,6.404,0,0,56.495,40.053,3.919,4.449,68.89,2.353,6.12,2.188,39.2,2.355,,2.353
10/30/70,93.91,86.409,0,6.234,0,0,56.025,39.72,3.956,4.406,68.711,2.364,5.91,2.199,39.4,2.366,,2.364
11/30/70,99.08,83.545,0,6.027,0,0,58.858,41.728,4.134,4.664,72.386,2.375,5.28,2.207,39.6,2.377,,2.375
12/31/70,104.83,86.589,0,6.247,0,0,62.375,44.221,4.156,4.837,74.216,2.385,4.87,2.218,39.8,2.386,,2.385
1/29/71,109.712,90.707,0,6.544,0,0,65.07,46.132,4.226,5.095,77.188,2.394,4.44,2.22,39.9,2.395,,2.394
2/26/71,110.885,91.875,0,6.628,0,0,65.83,46.671,4.321,4.908,75.982,2.402,3.7,2.223,39.9,2.403,,2.402
3/31/71,115.446,96.647,0,6.972,0,0,68.422,48.508,4.401,5.035,77.741,2.409,3.38,2.231,40,2.409,,2.409
4/30/71,119.987,98.807,0,7.128,0,0,71.082,50.394,4.257,4.916,75.644,2.416,3.86,2.238,40.1,2.417,,2.416
5/31/71,115.381,99.667,0,7.19,0,0,68.306,48.426,4.262,4.837,74.906,2.423,4.14,2.25,40.3,2.425,,2.423
6/30/71,116.229,101.472,0,7.32,0,0,68.532,48.586,4.182,4.889,74.893,2.432,4.75,2.263,40.5,2.435,,2.432
7/30/71,112.147,104.117,0,7.511,0,0,65.879,46.706,4.193,4.876,74.837,2.442,5.4,2.268,40.6,2.446,,2.442
8/31/71,116.828,102.567,0,7.399,0,0,68.436,48.518,4.34,5.146,78.427,2.453,4.94,2.274,40.7,2.456,,2.453
9/30/71,115.434,102.361,0,7.384,0,0,68.132,48.303,4.351,5.094,77.992,2.462,4.69,2.276,40.8,2.466,,2.462
10/29/71,111.371,98.213,0,7.085,0,0,65.465,46.412,4.447,5.238,80.021,2.471,4.46,2.279,40.9,2.475,,2.471
11/30/71,111.897,100.082,0,7.22,0,0,65.478,46.421,4.47,5.253,80.317,2.48,4.22,2.283,41,2.484,,2.48
12/31/71,118.976,115.422,0,8.327,0,0,71.295,50.545,4.519,5.37,81.777,2.49,4.01,2.292,41.1,2.492,,2.49
1/31/72,121.455,123.937,0,8.941,0,0,72.762,51.585,4.567,5.352,81.913,2.497,3.38,2.294,41.2,2.499,,2.497
2/29/72,124.948,131.589,0,9.493,0,0,74.778,53.015,4.573,5.409,82.508,2.503,3.2,2.305,41.4,2.506,,2.503
3/31/72,126.991,133.029,0,9.597,0,0,75.396,53.453,4.58,5.422,82.681,2.51,3.73,2.309,41.4,2.513,,2.51
4/28/72,127.288,138.234,0,9.972,0,0,75.909,53.816,4.586,5.441,82.905,2.517,3.71,2.315,41.5,2.521,,2.517
5/31/72,127.239,147.748,0,10.658,0,0,77.404,54.876,4.594,5.53,83.825,2.525,3.69,2.322,41.6,2.529,,2.525
6/30/72,125.054,142.808,0,10.302,0,0,75.898,53.809,4.614,5.493,83.595,2.532,3.91,2.328,41.7,2.537,,2.532
7/31/72,124.441,151.819,0,10.952,0,0,76.26,54.065,4.621,5.509,83.796,2.54,3.98,2.337,41.8,2.545,,2.54
8/31/72,129.073,153.755,0,11.092,0,0,79.072,56.059,4.628,5.549,84.232,2.547,4.02,2.341,41.9,2.554,,2.547
9/29/72,129.375,146.441,0,10.564,0,0,78.872,55.917,4.635,5.566,84.443,2.556,4.66,2.35,42.1,2.564,,2.556
10/31/72,131.162,146.288,0,10.553,0,0,79.807,56.58,4.642,5.622,85.035,2.566,4.74,2.358,42.2,2.574,,2.566
11/30/72,136.315,158.479,0,11.433,0,0,83.648,59.303,4.662,5.762,86.531,2.575,4.78,2.363,42.4,2.584,,2.575
12/29/72,138.685,162.011,0,11.687,0,0,84.838,60.147,4.752,5.76,87.097,2.585,5.07,2.371,42.5,2.595,,2.585
1/31/73,135.496,169.463,0,12.225,0,0,83.573,59.25,4.749,5.729,86.775,2.596,5.41,2.378,42.7,2.607,,2.596
2/28/73,129.271,186.922,0,13.484,0,0,80.627,57.161,4.713,5.742,86.668,2.607,5.6,2.395,43,2.619,,2.607
3/30/73,127.862,191.163,0,13.79,0,0,80.692,57.207,4.735,5.768,87.064,2.619,6.09,2.417,43.4,2.632,,2.619
4/30/73,123.065,178.183,0,12.854,0,0,77.602,55.017,4.765,5.803,87.601,2.633,6.26,2.434,43.7,2.646,,2.633
5/31/73,121.224,181.378,0,13.085,0,0,76.34,54.122,4.792,5.78,87.552,2.646,6.36,2.449,43.9,2.66,,2.646
6/29/73,121.493,183.997,0,13.273,0,0,76.035,53.906,4.79,5.748,87.227,2.66,7.19,2.466,44.2,2.676,,2.66
7/31/73,126.387,184.209,0,13.289,0,0,79.127,56.098,4.657,5.474,83.689,2.677,8.01,2.471,44.2,2.694,,2.677
8/31/73,122.291,174.33,0,12.576,0,0,76.429,54.185,4.776,5.669,86.365,2.695,8.67,2.516,45,2.713,,2.695
9/28/73,126.776,177.634,0,12.814,0,0,79.809,56.581,4.895,5.871,89.11,2.714,8.29,2.523,45.2,2.732,,2.714
10/31/73,127.435,181.112,0,13.065,0,0,79.823,56.591,4.92,5.832,88.892,2.732,7.22,2.544,45.6,2.749,,2.732
11/30/73,114.036,151.552,0,10.933,0,0,70.971,50.316,4.951,5.878,89.542,2.747,7.83,2.562,45.9,2.767,,2.747
12/31/73,116.157,144.72,0,10.44,0,0,72.376,51.312,4.971,5.825,89.155,2.764,7.45,2.579,46.3,2.784,,2.764
1/31/74,114.282,151.352,0,10.918,0,0,71.857,50.944,4.975,5.795,88.889,2.782,7.77,2.602,46.8,2.802,,2.782
2/28/74,114.27,157.554,0,11.366,0,0,71.804,50.906,4.993,5.8,89.054,2.798,7.12,2.635,47.3,2.818,,2.798
3/29/74,111.59,153.503,0,11.074,0,0,70.334,49.864,4.887,5.622,86.629,2.813,7.96,2.665,47.8,2.837,,2.813
4/30/74,107.411,156.095,0,11.261,0,0,67.812,48.076,4.813,5.43,84.274,2.835,8.33,2.68,48.1,2.857,,2.835
5/31/74,104.2,147.912,0,10.67,0,0,65.763,46.623,4.876,5.487,85.24,2.856,8.23,2.71,48.6,2.876,,2.856
6/28/74,102.561,140.404,0,10.129,0,0,65.016,46.094,4.833,5.331,83.438,2.873,7.9,2.736,49,2.895,,2.873
7/31/74,94.53,136.48,0,9.846,0,0,60.193,42.674,4.837,5.218,82.362,2.893,7.55,2.756,49.3,2.913,,2.893
8/30/74,86.081,122.321,0,8.824,0,0,54.994,38.989,4.831,5.078,80.957,2.911,8.96,2.791,49.9,2.935,,2.911
9/30/74,76.191,115.306,0,8.318,0,0,48.66,34.498,4.985,5.167,82.827,2.934,8.06,2.825,50.6,2.955,,2.934
10/31/74,89.746,115.243,0,8.314,0,0,56.84,40.297,5.04,5.624,87.643,2.949,7.46,2.849,51,2.973,,2.949
11/29/74,85.702,119.034,0,8.587,0,0,54.062,38.328,5.159,5.69,89.061,2.965,7.47,2.873,51.5,2.992,,2.965
12/31/74,84.012,117.906,0,8.506,0,0,53.22,37.731,5.254,5.647,89.259,2.986,7.15,2.894,51.9,3.01,,2.986
1/31/75,94.945,137.848,0,9.944,0,0,59.989,42.53,5.282,5.984,92.729,3.003,6.26,2.907,52.3,3.025,,3.003
2/28/75,100.942,154.706,0,11.16,0,0,63.815,45.242,5.36,6.066,94.036,3.016,5.5,2.927,52.6,3.039,,3.016
3/31/75,103.442,153.033,0,11.04,0,0,65.435,46.391,5.328,5.916,92.365,3.028,5.49,2.939,52.8,3.053,,3.028
4/30/75,108.144,158.979,0,11.469,0,0,68.771,48.756,5.229,5.885,91.418,3.042,5.61,2.953,53,3.067,,3.042
5/30/75,113.121,158.705,0,11.449,0,0,72.048,51.079,5.365,5.947,92.908,3.055,5.23,2.967,53.1,3.081,,3.055
6/30/75,118.595,153.785,0,11.094,0,0,75.486,53.517,5.38,6.128,94.771,3.067,5.34,2.991,53.5,3.094,,3.067
7/31/75,110.687,148.061,0,10.681,0,0,70.625,50.07,5.363,6.11,94.485,3.082,6.13,3.022,54,3.11,,3.082
8/29/75,108.301,147.367,0,10.631,0,0,69.384,49.191,5.359,6.003,93.415,3.097,6.44,3.032,54.2,3.127,,3.097
9/30/75,104.554,140.12,0,10.108,0,0,67.22,47.656,5.364,5.927,92.706,3.113,6.42,3.047,54.6,3.144,,3.113
10/31/75,111.787,150.089,0,10.827,0,0,71.612,50.77,5.561,6.255,97.187,3.131,5.96,3.065,54.9,3.159,,3.131
11/28/75,115.207,153.897,0,11.102,0,0,73.63,52.201,5.555,6.2,96.612,3.144,5.48,3.084,55.3,3.174,,3.144
12/31/75,114.104,156.535,0,11.292,100,0,73.033,51.778,5.665,6.474,100,3.159,5.44,3.097,55.6,3.188,,3.159
1/30/76,127.461,165.216,0,11.919,101.95,0,81.925,58.082,5.697,6.596,101.95,3.174,4.87,3.104,55.8,3.201,,3.174
2/27/76,126.193,164.937,0,11.898,102.72,0,81.234,57.592,5.745,6.636,102.72,3.184,4.88,3.112,55.9,3.214,,3.184
3/31/76,130.651,161.919,0,11.681,103.95,0,83.971,59.532,5.788,6.747,103.95,3.197,5,3.119,56,3.227,,3.197
4/30/76,129.331,161.767,0,11.67,104.53,0,83.318,59.069,5.855,6.737,104.53,3.21,4.86,3.132,56.1,3.241,,3.21
5/31/76,127.993,157.971,0,11.396,103.58,0,82.391,58.412,5.77,6.667,103.58,3.222,5.2,3.151,56.4,3.255,,3.222
6/30/76,133.733,159.976,0,11.541,105.05,0,86.043,61.001,5.862,6.767,105.05,3.237,5.41,3.168,56.7,3.269,,3.237
7/30/76,133.06,157.832,0,11.386,106.28,0,85.631,60.709,5.932,6.868,106.28,3.252,5.23,3.186,57,3.284,,3.252
8/31/76,132.995,157.415,0,11.356,108.18,0,85.473,60.597,6.044,7.027,108.18,3.265,5.14,3.201,57.3,3.298,,3.265
9/30/76,136.431,154.998,0,11.182,109.67,0,87.683,62.164,6.089,7.144,109.67,3.28,5.08,3.214,57.6,3.312,,3.28
10/29/76,133.951,145.844,0,10.521,110.85,0,86.05,61.006,6.179,7.194,110.85,3.293,4.92,3.227,57.9,3.325,,3.293
11/30/76,133.468,145.607,0,10.504,113.53,0,85.698,60.756,6.378,7.424,113.53,3.306,4.75,3.237,58.1,3.338,,3.306
12/31/76,140.63,162.094,0,11.693,115.6,0,90.508,64.167,6.394,7.681,115.6,3.319,4.35,3.246,58.4,3.35,,3.319
1/31/77,133.864,160.718,0,11.594,113.38,0,86.229,61.133,6.273,7.448,113.38,3.331,4.62,3.264,58.7,3.363,,3.331
2/28/77,131.223,164.093,0,11.838,113.81,0,84.657,60.018,6.303,7.434,113.81,3.343,4.67,3.298,59.3,3.376,,3.343
3/31/77,129.807,164.558,0,11.871,114.66,0,83.767,59.387,6.338,7.503,114.66,3.356,4.6,3.318,59.6,3.389,,3.356
4/29/77,130.303,168.445,0,12.152,115.7,0,84.116,59.635,6.371,7.579,115.7,3.368,4.54,3.345,60,3.402,,3.368
5/31/77,127.953,167.618,0,12.092,116.5,0,82.466,58.465,6.407,7.659,116.5,3.381,4.96,3.363,60.2,3.416,,3.381
6/30/77,134.267,171.691,0,12.386,118.15,0,86.542,61.355,6.472,7.793,118.15,3.394,5.02,3.386,60.5,3.43,,3.394
7/29/77,132.697,169.424,0,12.222,118.08,0,85.465,60.591,6.473,7.789,118.08,3.408,5.19,3.4,60.8,3.445,,3.408
8/31/77,130.304,175.644,0,12.671,119.21,0,83.996,59.55,6.478,7.895,119.21,3.423,5.49,3.413,61.1,3.461,,3.423
9/30/77,130.472,180.871,0,13.048,119.21,0,84.125,59.641,6.487,7.878,119.21,3.438,5.81,3.426,61.3,3.478,,3.438
10/31/77,125.16,183.746,0,13.255,118.58,0,80.849,57.319,6.449,7.848,118.58,3.455,6.16,3.436,61.6,3.496,,3.455
11/30/77,128.508,183.353,0,13.227,119.64,0,83.406,59.132,6.499,7.895,119.64,3.472,6.1,3.453,62,3.513,,3.472
12/30/77,129.353,190.488,0,13.742,119.11,0,84.029,59.573,6.484,7.813,119.11,3.489,6.07,3.466,62.3,3.531,,3.489
1/31/78,121.914,191.856,0,13.84,118.83,0,79.205,56.153,6.492,7.743,118.83,3.506,6.44,3.484,62.7,3.55,,3.506
2/28/78,119.291,193.898,0,13.988,119.29,0,77.599,55.015,6.503,7.783,119.29,3.522,6.45,3.508,63,3.569,,3.522
3/31/78,122.298,207.476,0,14.967,119.67,0,79.881,56.632,6.527,7.815,119.67,3.541,6.29,3.533,63.4,3.588,,3.541
4/28/78,133.96,206.297,0,14.882,119.84,0,87.089,61.743,6.543,7.797,119.84,3.56,6.29,3.564,63.9,3.607,,3.56
5/31/78,134.608,211.288,0,15.242,119.3,0,87.89,62.311,6.542,7.713,119.3,3.578,6.41,3.6,64.5,3.626,,3.578
6/30/78,132.576,219.942,0,15.867,119.27,0,86.679,61.452,6.528,7.731,119.27,3.597,6.73,3.637,65,3.646,,3.597
7/31/78,140.702,238.923,0,17.236,120.63,0,91.734,65.036,6.592,7.809,120.63,3.618,7.01,3.663,65.5,3.668,,3.618
8/31/78,144.507,243.918,0,17.596,122.54,0,94.494,66.993,6.644,8.01,122.54,3.638,7.08,3.682,65.9,3.689,,3.638
9/29/78,143.978,251.237,0,18.124,122.49,0,94.193,66.779,6.682,7.971,122.49,3.66,7.85,3.708,66.5,3.713,,3.66
10/31/78,131.816,263.6,0,19.016,120.76,0,85.98,60.956,6.608,7.808,120.76,3.685,7.99,3.737,67.1,3.738,,3.685
11/30/78,134.563,241.712,0,17.437,121.94,0,87.826,62.265,6.668,7.912,121.94,3.711,8.64,3.758,67.5,3.765,,3.711
12/29/78,137.066,253.537,0,18.29,120.77,0,89.551,63.488,6.71,7.807,120.77,3.74,9.08,3.778,67.9,3.794,,3.74
1/31/79,143.397,255.649,0,18.442,123.03,0,93.52,66.302,6.747,7.951,123.03,3.769,9.35,3.812,68.5,3.823,,3.769
2/28/79,138.508,255.336,0,18.42,122.51,0,90.517,64.173,6.707,7.849,122.51,3.796,9.32,3.857,69.2,3.853,,3.796
3/30/79,146.444,262.648,0,18.947,123.77,0,95.913,67.999,6.783,7.932,123.77,3.827,9.48,3.894,69.9,3.883,,3.827
4/30/79,146.503,262.413,0,18.93,123.57,0,96.811,68.635,6.805,7.892,123.57,3.858,9.46,3.939,70.6,3.914,,3.858
5/31/79,143.722,258.924,0,18.679,125.88,0,94.421,66.941,6.936,8.072,125.88,3.889,9.61,3.987,71.4,3.945,,3.889
6/29/79,149.302,264.487,0,19.08,128.62,0,98.528,69.852,7.079,8.289,128.62,3.921,9.06,4.024,72.2,3.975,,3.921
7/31/79,151.002,266.098,0,19.196,128.68,0,99.85,70.79,7.071,8.263,128.68,3.951,9.24,4.076,73,4.006,,3.951
8/31/79,158.52,274.89,0,19.83,128.35,0,105.611,74.874,7.006,8.269,128.35,3.981,9.52,4.117,73.7,4.037,,3.981
9/28/79,158.296,288.304,0,20.798,127.01,0,106.065,75.196,7.01,8.121,127.01,4.014,10.26,4.16,74.4,4.072,,4.014
10/31/79,148.176,264.6,0,19.088,119.29,0,99.273,70.381,6.682,7.398,119.29,4.049,11.7,4.197,75.2,4.112,,4.049
11/30/79,154.339,270.611,0,19.522,122.77,0,103.993,73.727,6.925,7.563,122.77,4.089,11.79,4.237,76,4.152,,4.089
12/31/79,156.871,281.276,0,20.291,123.1,0,106.216,75.303,6.985,7.481,123.1,4.128,12.04,4.281,76.9,4.194,,4.128
1/31/80,166.343,298.846,0,21.559,119.35,0,112.819,79.984,6.891,6.998,119.35,4.161,12,4.343,78,4.236,,4.161
2/29/80,164.679,302.693,0,21.836,112.29,0,112.809,79.977,6.449,6.533,112.29,4.198,12.86,4.402,79,4.281,,4.198
3/31/80,150.127,265.243,0,19.135,112.38,0,101.842,72.202,6.542,6.492,112.38,4.248,15.2,4.466,80.1,4.335,,4.248
4/30/80,156.657,289.12,0,20.857,125.12,0,106.55,75.54,7.325,7.386,125.12,4.302,13.2,4.516,80.9,4.383,,4.302
5/30/80,164.213,304.397,0,21.959,131.02,0,112.034,79.428,7.684,7.799,131.02,4.336,8.58,4.561,81.7,4.414,,4.336
6/30/80,169.553,324.169,0,23.385,133.49,0,115.579,81.941,7.625,8.065,133.49,4.363,7.07,4.611,82.5,4.44,,4.363
7/31/80,180.816,324.373,0,23.4,130.73,0,123.622,87.643,7.544,7.719,130.73,4.386,8.06,4.615,82.6,4.47,,4.386
8/29/80,182.07,335.504,0,24.203,126.05,0,124.871,88.529,7.252,7.376,126.05,4.414,9.13,4.644,83.2,4.504,,4.414
9/30/80,186.663,347.903,0,25.098,124.73,0,128.545,91.133,7.225,7.201,124.73,4.447,10.27,4.687,83.9,4.543,,4.447
10/31/80,191.383,360.108,0,25.978,123.3,0,131.147,92.978,7.115,7.086,123.3,4.489,11.62,4.728,84.7,4.587,,4.489
11/28/80,211.35,355.003,0,25.61,123.07,0,145.119,102.884,7.136,7.098,123.07,4.532,13.73,4.771,85.6,4.639,,4.532
12/31/80,204.002,352.833,0,25.453,126.43,0,140.741,99.78,7.258,7.274,126.43,4.592,15.49,4.812,86.4,4.699,,4.592
1/30/81,196.434,346.247,0,24.978,126.49,0,134.852,95.605,7.281,7.18,126.49,4.639,15.02,4.851,87.2,4.758,,4.639
2/27/81,200.605,341.793,0,24.657,124.09,0,137.194,97.265,7.11,6.987,124.09,4.689,14.79,4.901,88,4.816,,4.689
3/31/81,207.305,355.561,0,25.65,127.04,0,142.681,101.155,7.297,7.204,127.04,4.746,13.36,4.937,88.6,4.87,,4.746
4/30/81,203.476,363.312,0,26.209,122.51,0,139.922,99.199,7.14,6.65,122.51,4.797,13.69,4.968,89.1,4.926,,4.797
5/29/81,202.915,351.009,0,25.322,126.91,0,140.28,99.453,7.315,7.046,126.91,4.852,16.3,5.009,89.7,4.993,,4.852
6/30/81,202.518,351.333,0,25.345,126.62,0,139.402,98.831,7.358,7.062,126.62,4.917,14.73,5.052,90.5,5.054,,4.917
7/31/81,204.017,337.267,0,24.33,124.18,0,139.688,99.033,7.16,6.799,124.18,4.978,14.95,5.11,91.5,5.117,,4.978
8/31/81,192.382,345.367,0,24.915,121.56,0,131.623,93.316,7.033,6.565,121.56,5.042,15.51,5.149,92.2,5.183,,5.042
9/30/81,183.347,310.186,0,22.377,121.48,0,125.137,88.717,7.148,6.434,121.48,5.105,14.7,5.201,93.1,5.246,,5.105
10/30/81,192.458,314.014,0,22.653,128.59,0,131.89,93.505,7.585,6.769,128.59,5.166,13.54,5.212,93.4,5.306,,5.166
11/30/81,200.892,348.865,0,25.167,139.55,0,137.333,97.364,8.058,7.627,139.55,5.221,10.86,5.227,93.8,5.354,,5.221
12/31/81,195.58,344.174,0,24.829,134.33,0,133.812,94.867,7.944,7.185,134.33,5.267,10.85,5.242,94.1,5.402,,5.267
1/29/82,193.369,338.715,0,24.435,135.18,0,132.064,93.628,7.984,7.092,135.18,5.309,12.28,5.261,94.4,5.457,,5.309
2/26/82,183.389,315.659,0,22.772,137.82,0,124.682,88.395,8.102,7.313,137.82,5.358,13.48,5.278,94.7,5.519,,5.358
3/31/82,182.399,300.115,0,21.65,139.57,0,124.032,87.934,8.137,7.537,139.57,5.411,12.68,5.272,94.7,5.577,,5.411
4/30/82,190.406,317.367,0,22.895,143.48,0,129.638,91.908,8.379,7.792,143.48,5.472,12.7,5.294,95,5.636,,5.472
5/31/82,184.098,312.934,0,22.575,145.81,0,125.218,88.775,8.502,7.983,145.81,5.53,12.09,5.346,95.9,5.693,,5.53
6/30/82,181.792,288.16,0,20.788,143.52,0,123.338,87.442,8.387,7.609,143.52,5.583,12.47,5.412,97,5.752,,5.583
7/30/82,178.554,286.816,0,20.691,149.69,0,121.143,85.886,8.776,8.02,149.69,5.641,11.35,5.441,97.5,5.806,,5.641
8/31/82,200.536,291.332,0,21.017,157.86,0,135.849,96.312,9.188,8.691,157.86,5.684,8.68,5.453,97.7,5.848,,5.684
9/30/82,203.196,290.107,0,20.928,164.25,0,137.543,97.513,9.486,9.233,164.25,5.713,7.92,5.462,97.7,5.887,,5.713
10/29/82,225.851,294.506,0,21.246,172.95,0,153.374,108.736,9.99,9.933,172.95,5.747,7.71,5.477,98.1,5.925,,5.747
11/30/82,234.64,316.724,0,22.848,174.64,0,159.568,113.127,10.07,10.133,174.64,5.783,8.07,5.467,98,5.965,,5.783
12/31/82,238.888,343.283,0,24.764,178.15,0,162.643,115.307,10.256,10.242,178.15,5.822,7.94,5.445,97.7,6.004,,5.822
1/31/83,248.474,342.996,0,24.744,178.45,0,168.691,119.595,10.263,10.146,178.45,5.862,7.86,5.458,97.9,6.043,,5.862
2/28/83,253.785,350.674,0,25.298,183.57,0,172.558,122.337,10.522,10.58,183.57,5.899,8.11,5.46,98,6.084,,5.899
3/31/83,262.619,363.851,0,26.248,184.05,0,178.933,126.856,10.471,10.657,184.05,5.936,8.35,5.464,98.1,6.127,,5.936
4/29/83,283.293,386.93,0,27.913,189.18,0,193.029,136.85,10.742,11.241,189.18,5.978,8.21,5.503,98.8,6.168,,5.978
5/31/83,278.964,386.677,0,27.895,186.7,0,191.35,135.66,10.611,10.876,186.7,6.02,8.19,5.533,99.2,6.211,,6.02
6/30/83,289.822,395.61,0,28.539,186.9,0,198.797,140.939,10.628,10.826,186.9,6.06,8.79,5.551,99.4,6.256,,6.06
7/29/83,280.481,396.917,0,28.633,182.48,0,192.931,136.78,10.417,10.334,182.48,6.105,9.08,5.574,99.8,6.303,,6.105
8/31/83,286.262,391.84,0,28.267,183.75,0,195.827,138.834,10.501,10.386,183.75,6.151,9.34,5.592,100.1,6.352,,6.151
9/30/83,290.035,404.156,0,29.156,189.81,0,198.531,140.751,10.832,10.794,189.81,6.198,9,5.62,100.4,6.4,,6.198
10/31/83,286.821,399.731,0,28.836,190.49,0,196.236,139.124,10.852,10.767,190.49,6.245,8.64,5.635,100.8,6.446,,6.245
11/30/83,293.048,412.915,0,29.788,192.67,0,200.375,142.058,10.964,10.92,192.67,6.289,8.76,5.644,101.1,6.493,,6.289
12/30/83,291.501,428.373,0,30.903,193.04,0,199.328,141.316,11.015,10.883,193.04,6.335,9,5.652,101.4,6.542,,6.335
1/31/84,288.315,442.648,0,31.932,197.02,0,198.216,140.527,11.211,11.177,197.02,6.383,8.9,5.683,102.1,6.59,,6.383
2/29/84,276.421,448.798,0,32.376,196.01,0,191.241,135.582,11.139,10.985,196.01,6.428,9.09,5.71,102.6,6.64,,6.428
3/30/84,281.595,484.439,0,34.947,193.81,0,194.553,137.93,11.1,10.727,193.81,6.475,9.52,5.723,102.9,6.693,,6.475
4/30/84,284.581,476.173,0,34.351,193.43,0,196.399,139.239,11.097,10.649,193.43,6.528,9.69,5.75,103.3,6.747,,6.528
5/31/84,268.699,431.441,0,31.124,187.4,0,185.527,131.531,10.819,10.134,187.4,6.579,9.83,5.767,103.5,6.802,,6.579
6/29/84,274.478,429.619,0,30.993,189.8,0,189.557,134.388,10.926,10.336,189.8,6.629,9.87,5.786,103.7,6.858,,6.629
7/31/84,272.413,401.708,0,28.979,198.34,0,187.205,132.721,11.355,10.942,198.34,6.683,10.12,5.805,104.1,6.916,,6.683
8/31/84,302.067,438.822,0,31.656,201.68,0,207.881,147.379,11.469,11.278,201.68,6.738,10.47,5.829,104.4,6.977,,6.738
9/28/84,302.595,434.515,0,31.346,206.47,0,207.932,147.416,11.701,11.632,206.47,6.796,10.37,5.857,104.7,7.037,,6.796
10/31/84,304.195,442.604,0,31.929,215.23,0,208.733,147.983,12.149,12.297,215.23,6.864,9.74,5.872,105.1,7.094,,6.864
11/30/84,301.281,436.517,0,31.49,219.08,0,206.395,146.326,12.382,12.558,219.08,6.914,8.61,5.872,105.3,7.145,,6.914
12/31/84,308.921,443.231,0,31.975,222.28,0,211.833,150.181,12.56,12.718,222.28,6.959,8.06,5.875,105.5,7.193,,6.959
1/31/85,333.786,455.868,0,32.886,227.34,0,228.337,161.882,12.818,13.132,227.34,7.004,7.76,5.886,105.7,7.239,,7.004
2/28/85,337.785,451.672,0,32.583,222.69,0,231.134,163.865,12.588,12.642,222.69,7.044,8.27,5.911,106.3,7.289,,7.044
3/29/85,338.745,485.608,0,35.032,227.23,0,231.287,163.973,12.798,12.868,227.23,7.088,8.52,5.937,106.8,7.341,,7.088
4/30/85,338.042,484.414,0,34.945,231.93,0,231.069,163.819,13.136,13.249,231.93,7.138,7.95,5.961,107,7.39,,7.138
5/31/85,359.024,503.909,0,36.352,244.05,0,244.42,173.284,13.772,14.336,244.05,7.186,7.48,5.983,107.2,7.436,,7.186
6/28/85,364.338,515.206,0,37.167,246.63,0,248.249,175.999,13.922,14.455,246.63,7.225,6.95,6.002,107.5,7.479,,7.225
7/31/85,363.296,540.183,0,38.969,245.77,0,247.888,175.743,13.859,14.28,245.77,7.271,7.08,6.011,107.7,7.523,,7.271
8/30/85,360.048,555.151,0,40.048,250.39,0,245.771,174.242,14.064,14.651,250.39,7.311,7.14,6.024,107.9,7.568,,7.311
9/30/85,348.707,582.194,0,41.999,251.9,0,238.084,168.792,14.222,14.755,251.9,7.355,7.1,6.043,108.1,7.612,,7.355
10/31/85,364.583,616.217,0,44.454,257.18,0,249.081,176.589,14.453,15.24,257.18,7.403,7.16,6.061,108.5,7.658,,7.403
11/29/85,389.965,643.348,0,46.411,263.36,0,266.165,188.7,14.735,15.804,263.36,7.448,7.24,6.082,109,7.704,,7.448
12/31/85,410.105,671.053,0,48.41,271.41,0,279.041,197.829,15.113,16.546,271.41,7.496,7.1,6.097,109.5,7.75,,7.496
1/31/86,412.709,686.838,0,49.548,272.92,0,280.599,198.934,15.238,16.62,272.92,7.538,7.07,6.115,109.9,7.795,,7.538
2/28/86,443.997,758.191,0,54.696,283.68,0,301.573,213.803,15.657,17.87,283.68,7.578,7.06,6.099,109.7,7.841,,7.578
