,,,,US STOCKS,,,BONDS,,CASH,BILLS,INFLATION,,
,Morningstar,Yahoo,Ibbottson,,Ibbottson,Ibbottson,,Ibbottson,FRED (TB4WK),,Ibbottson,FRED (CPIAUCSL),
date,AGG,SP500TR,Large Caps,Spliced H+G,Mid-Treasuries,Mid-Corporate Bonds,Spliced B+40%F+60%G,30 day Treas Bills,4-Week Bill,Spliced I+J,,,Spliced L+M
10/31/1972,0,0,79.807,56.58,4.642,5.622,85.035,2.566,,2.566,2.358,42.2,42.2
11/30/1972,0,0,83.648,59.303,4.662,5.762,86.531,2.575,,2.575,2.363,42.4,42.4
12/29/1972,0,0,84.838,60.147,4.752,5.76,87.097,2.585,,2.585,2.371,42.5,42.5
1/31/1973,0,0,83.573,59.25,4.749,5.729,86.775,2.596,,2.596,2.378,42.7,42.7
2/28/1973,0,0,80.627,57.161,4.713,5.742,86.668,2.607,,2.607,2.395,43,43
3/30/1973,0,0,80.692,57.207,4.735,5.768,87.064,2.619,,2.619,2.417,43.4,43.4
4/30/1973,0,0,77.602,55.017,4.765,5.803,87.601,2.633,,2.633,2.434,43.7,43.7
5/31/1973,0,0,76.34,54.122,4.792,5.78,87.552,2.646,,2.646,2.449,43.9,43.9
6/29/1973,0,0,76.035,53.906,4.79,5.748,87.227,2.66,,2.66,2.466,44.2,44.2
7/31/1973,0,0,79.127,56.098,4.657,5.474,83.689,2.677,,2.677,2.471,44.2,44.2
8/31/1973,0,0,76.429,54.185,4.776,5.669,86.365,2.695,,2.695,2.516,45,45
9/28/1973,0,0,79.809,56.581,4.895,5.871,89.11,2.714,,2.714,2.523,45.2,45.2
10/31/1973,0,0,79.823,56.591,4.92,5.832,88.892,2.732,,2.732,2.544,45.6,45.6
11/30/1973,0,0,70.971,50.316,4.951,5.878,89.542,2.747,,2.747,2.562,45.9,45.9
12/31/1973,0,0,72.376,51.312,4.971,5.825,89.155,2.764,,2.764,2.579,46.3,46.3
1/31/1974,0,0,71.857,50.944,4.975,5.795,88.889,2.782,,2.782,2.602,46.8,46.8
2/28/1974,0,0,71.804,50.906,4.993,5.8,89.054,2.798,,2.798,2.635,47.3,47.3
3/29/1974,0,0,70.334,49.864,4.887,5.622,86.629,2.813,,2.813,2.665,47.8,47.8
4/30/1974,0,0,67.812,48.076,4.813,5.43,84.274,2.835,,2.835,2.68,48.1,48.1
5/31/1974,0,0,65.763,46.623,4.876,5.487,85.24,2.856,,2.856,2.71,48.6,48.6
6/28/1974,0,0,65.016,46.094,4.833,5.331,83.438,2.873,,2.873,2.736,49,49
7/31/1974,0,0,60.193,42.674,4.837,5.218,82.362,2.893,,2.893,2.756,49.3,49.3
8/30/1974,0,0,54.994,38.989,4.831,5.078,80.957,2.911,,2.911,2.791,49.9,49.9
9/30/1974,0,0,48.66,34.498,4.985,5.167,82.827,2.934,,2.934,2.825,50.6,50.6
10/31/1974,0,0,56.84,40.297,5.04,5.624,87.643,2.949,,2.949,2.849,51,51
11/29/1974,0,0,54.062,38.328,5.159,5.69,89.061,2.965,,2.965,2.873,51.5,51.5
12/31/1974,0,0,53.22,37.731,5.254,5.647,89.259,2.986,,2.986,2.894,51.9,51.9
1/31/1975,0,0,59.989,42.53,5.282,5.984,92.729,3.003,,3.003,2.907,52.3,52.3
2/28/1975,0,0,63.815,45.242,5.36,6.066,94.036,3.016,,3.016,2.927,52.6,52.6
3/31/1975,0,0,65.435,46.391,5.328,5.916,92.365,3.028,,3.028,2.939,52.8,52.8
4/30/1975,0,0,68.771,48.756,5.229,5.885,91.418,3.042,,3.042,2.953,53,53
5/30/1975,0,0,72.048,51.079,5.365,5.947,92.908,3.055,,3.055,2.967,53.1,53.1
6/30/1975,0,0,75.486,53.517,5.38,6.128,94.771,3.067,,3.067,2.991,53.5,53.5
7/31/1975,0,0,70.625,50.07,5.363,6.11,94.485,3.082,,3.082,3.022,54,54
8/29/1975,0,0,69.384,49.191,5.359,6.003,93.415,3.097,,3.097,3.032,54.2,54.2
9/30/1975,0,0,67.22,47.656,5.364,5.927,92.706,3.113,,3.113,3.047,54.6,54.6
10/31/1975,0,0,71.612,50.77,5.561,6.255,97.187,3.131,,3.131,3.065,54.9,54.9
11/28/1975,0,0,73.63,52.201,5.555,6.2,96.612,3.144,,3.144,3.084,55.3,55.3
12/31/1975,100,0,73.033,51.778,5.665,6.474,100,3.159,,3.159,3.097,55.6,55.6
1/30/1976,101.95,0,81.925,58.082,5.697,6.596,101.95,3.174,,3.174,3.104,55.8,55.8
2/27/1976,102.72,0,81.234,57.592,5.745,6.636,102.72,3.184,,3.184,3.112,55.9,55.9
3/31/1976,103.95,0,83.971,59.532,5.788,6.747,103.95,3.197,,3.197,3.119,56,56
4/30/1976,104.53,0,83.318,59.069,5.855,6.737,104.53,3.21,,3.21,3.132,56.1,56.1
5/31/1976,103.58,0,82.391,58.412,5.77,6.667,103.58,3.222,,3.222,3.151,56.4,56.4
6/30/1976,105.05,0,86.043,61.001,5.862,6.767,105.05,3.237,,3.237,3.168,56.7,56.7
7/30/1976,106.28,0,85.631,60.709,5.932,6.868,106.28,3.252,,3.252,3.186,57,57
8/31/1976,108.18,0,85.473,60.597,6.044,7.027,108.18,3.265,,3.265,3.201,57.3,57.3
9/30/1976,109.67,0,87.683,62.164,6.089,7.144,109.67,3.28,,3.28,3.214,57.6,57.6
10/29/1976,110.85,0,86.05,61.006,6.179,7.194,110.85,3.293,,3.293,3.227,57.9,57.9
11/30/1976,113.53,0,85.698,60.756,6.378,7.424,113.53,3.306,,3.306,3.237,58.1,58.1
12/31/1976,115.6,0,90.508,64.167,6.394,7.681,115.6,3.319,,3.319,3.246,58.4,58.4
1/31/1977,113.38,0,86.229,61.133,6.273,7.448,113.38,3.331,,3.331,3.264,58.7,58.7
2/28/1977,113.81,0,84.657,60.018,6.303,7.434,113.81,3.343,,3.343,3.298,59.3,59.3
3/31/1977,114.66,0,83.767,59.387,6.338,7.503,114.66,3.356,,3.356,3.318,59.6,59.6
4/29/1977,115.7,0,84.116,59.635,6.371,7.579,115.7,3.368,,3.368,3.345,60,60
5/31/1977,116.5,0,82.466,58.465,6.407,7.659,116.5,3.381,,3.381,3.363,60.2,60.2
6/30/1977,118.15,0,86.542,61.355,6.472,7.793,118.15,3.394,,3.394,3.386,60.5,60.5
7/29/1977,118.08,0,85.465,60.591,6.473,7.789,118.08,3.408,,3.408,3.4,60.8,60.8
8/31/1977,119.21,0,83.996,59.55,6.478,7.895,119.21,3.423,,3.423,3.413,61.1,61.1
9/30/1977,119.21,0,84.125,59.641,6.487,7.878,119.21,3.438,,3.438,3.426,61.3,61.3
10/31/1977,118.58,0,80.849,57.319,6.449,7.848,118.58,3.455,,3.455,3.436,61.6,61.6
11/30/1977,119.64,0,83.406,59.132,6.499,7.895,119.64,3.472,,3.472,3.453,62,62
12/30/1977,119.11,0,84.029,59.573,6.484,7.813,119.11,3.489,,3.489,3.466,62.3,62.3
1/31/1978,118.83,0,79.205,56.153,6.492,7.743,118.83,3.506,,3.506,3.484,62.7,62.7
2/28/1978,119.29,0,77.599,55.015,6.503,7.783,119.29,3.522,,3.522,3.508,63,63
3/31/1978,119.67,0,79.881,56.632,6.527,7.815,119.67,3.541,,3.541,3.533,63.4,63.4
4/28/1978,119.84,0,87.089,61.743,6.543,7.797,119.84,3.56,,3.56,3.564,63.9,63.9
5/31/1978,119.3,0,87.89,62.311,6.542,7.713,119.3,3.578,,3.578,3.6,64.5,64.5
6/30/1978,119.27,0,86.679,61.452,6.528,7.731,119.27,3.597,,3.597,3.637,65,65
7/31/1978,120.63,0,91.734,65.036,6.592,7.809,120.63,3.618,,3.618,3.663,65.5,65.5
8/31/1978,122.54,0,94.494,66.993,6.644,8.01,122.54,3.638,,3.638,3.682,65.9,65.9
9/29/1978,122.49,0,94.193,66.779,6.682,7.971,122.49,3.66,,3.66,3.708,66.5,66.5
10/31/1978,120.76,0,85.98,60.956,6.608,7.808,120.76,3.685,,3.685,3.737,67.1,67.1
11/30/1978,121.94,0,87.826,62.265,6.668,7.912,121.94,3.711,,3.711,3.758,67.5,67.5
12/29/1978,120.77,0,89.551,63.488,6.71,7.807,120.77,3.74,,3.74,3.778,67.9,67.9
1/31/1979,123.03,0,93.52,66.302,6.747,7.951,123.03,3.769,,3.769,3.812,68.5,68.5
2/28/1979,122.51,0,90.517,64.173,6.707,7.849,122.51,3.796,,3.796,3.857,69.2,69.2
3/30/1979,123.77,0,95.913,67.999,6.783,7.932,123.77,3.827,,3.827,3.894,69.9,69.9
4/30/1979,123.57,0,96.811,68.635,6.805,7.892,123.57,3.858,,3.858,3.939,70.6,70.6
5/31/1979,125.88,0,94.421,66.941,6.936,8.072,125.88,3.889,,3.889,3.987,71.4,71.4
6/29/1979,128.62,0,98.528,69.852,7.079,8.289,128.62,3.921,,3.921,4.024,72.2,72.2
7/31/1979,128.68,0,99.85,70.79,7.071,8.263,128.68,3.951,,3.951,4.076,73,73
8/31/1979,128.35,0,105.611,74.874,7.006,8.269,128.35,3.981,,3.981,4.117,73.7,73.7
9/28/1979,127.01,0,106.065,75.196,7.01,8.121,127.01,4.014,,4.014,4.16,74.4,74.4
10/31/1979,119.29,0,99.273,70.381,6.682,7.398,119.29,4.049,,4.049,4.197,75.2,75.2
11/30/1979,122.77,0,103.993,73.727,6.925,7.563,122.77,4.089,,4.089,4.237,76,76
12/31/1979,123.1,0,106.216,75.303,6.985,7.481,123.1,4.128,,4.128,4.281,76.9,76.9
1/31/1980,119.35,0,112.819,79.984,6.891,6.998,119.35,4.161,,4.161,4.343,78,78
2/29/1980,112.29,0,112.809,79.977,6.449,6.533,112.29,4.198,,4.198,4.402,79,79
3/31/1980,112.38,0,101.842,72.202,6.542,6.492,112.38,4.248,,4.248,4.466,80.1,80.1
4/30/1980,125.12,0,106.55,75.54,7.325,7.386,125.12,4.302,,4.302,4.516,80.9,80.9
5/30/1980,131.02,0,112.034,79.428,7.684,7.799,131.02,4.336,,4.336,4.561,81.7,81.7
6/30/1980,133.49,0,115.579,81.941,7.625,8.065,133.49,4.363,,4.363,4.611,82.5,82.5
7/31/1980,130.73,0,123.622,87.643,7.544,7.719,130.73,4.386,,4.386,4.615,82.6,82.6
8/29/1980,126.05,0,124.871,88.529,7.252,7.376,126.05,4.414,,4.414,4.644,83.2,83.2
9/30/1980,124.73,0,128.545,91.133,7.225,7.201,124.73,4.447,,4.447,4.687,83.9,83.9
10/31/1980,123.3,0,131.147,92.978,7.115,7.086,123.3,4.489,,4.489,4.728,84.7,84.7
11/28/1980,123.07,0,145.119,102.884,7.136,7.098,123.07,4.532,,4.532,4.771,85.6,85.6
12/31/1980,126.43,0,140.741,99.78,7.258,7.274,126.43,4.592,,4.592,4.812,86.4,86.4
1/30/1981,126.49,0,134.852,95.605,7.281,7.18,126.49,4.639,,4.639,4.851,87.2,87.2
2/27/1981,124.09,0,137.194,97.265,7.11,6.987,124.09,4.689,,4.689,4.901,88,88
3/31/1981,127.04,0,142.681,101.155,7.297,7.204,127.04,4.746,,4.746,4.937,88.6,88.6
4/30/1981,122.51,0,139.922,99.199,7.14,6.65,122.51,4.797,,4.797,4.968,89.1,89.1
5/29/1981,126.91,0,140.28,99.453,7.315,7.046,126.91,4.852,,4.852,5.009,89.7,89.7
6/30/1981,126.62,0,139.402,98.831,7.358,7.062,126.62,4.917,,4.917,5.052,90.5,90.5
7/31/1981,124.18,0,139.688,99.033,7.16,6.799,124.18,4.978,,4.978,5.11,91.5,91.5
8/31/1981,121.56,0,131.623,93.316,7.033,6.565,121.56,5.042,,5.042,5.149,92.2,92.2
9/30/1981,121.48,0,125.137,88.717,7.148,6.434,121.48,5.105,,5.105,5.201,93.1,93.1
10/30/1981,128.59,0,131.89,93.505,7.585,6.769,128.59,5.166,,5.166,5.212,93.4,93.4
11/30/1981,139.55,0,137.333,97.364,8.058,7.627,139.55,5.221,,5.221,5.227,93.8,93.8
12/31/1981,134.33,0,133.812,94.867,7.944,7.185,134.33,5.267,,5.267,5.242,94.1,94.1
1/29/1982,135.18,0,132.064,93.628,7.984,7.092,135.18,5.309,,5.309,5.261,94.4,94.4
2/26/1982,137.82,0,124.682,88.395,8.102,7.313,137.82,5.358,,5.358,5.278,94.7,94.7
3/31/1982,139.57,0,124.032,87.934,8.137,7.537,139.57,5.411,,5.411,5.272,94.7,94.7
4/30/1982,143.48,0,129.638,91.908,8.379,7.792,143.48,5.472,,5.472,5.294,95,95
5/31/1982,145.81,0,125.218,88.775,8.502,7.983,145.81,5.53,,5.53,5.346,95.9,95.9
6/30/1982,143.52,0,123.338,87.442,8.387,7.609,143.52,5.583,,5.583,5.412,97,97
7/30/1982,149.69,0,121.143,85.886,8.776,8.02,149.69,5.641,,5.641,5.441,97.5,97.5
8/31/1982,157.86,0,135.849,96.312,9.188,8.691,157.86,5.684,,5.684,5.453,97.7,97.7
9/30/1982,164.25,0,137.543,97.513,9.486,9.233,164.25,5.713,,5.713,5.462,97.7,97.7
10/29/1982,172.95,0,153.374,108.736,9.99,9.933,172.95,5.747,,5.747,5.477,98.1,98.1
11/30/1982,174.64,0,159.568,113.127,10.07,10.133,174.64,5.783,,5.783,5.467,98,98
12/31/1982,178.15,0,162.643,115.307,10.256,10.242,178.15,5.822,,5.822,5.445,97.7,97.7
1/31/1983,178.45,0,168.691,119.595,10.263,10.146,178.45,5.862,,5.862,5.458,97.9,97.9
2/28/1983,183.57,0,172.558,122.337,10.522,10.58,183.57,5.899,,5.899,5.46,98,98
3/31/1983,184.05,0,178.933,126.856,10.471,10.657,184.05,5.936,,5.936,5.464,98.1,98.1
4/29/1983,189.18,0,193.029,136.85,10.742,11.241,189.18,5.978,,5.978,5.503,98.8,98.8
5/31/1983,186.7,0,191.35,135.66,10.611,10.876,186.7,6.02,,6.02,5.533,99.2,99.2
6/30/1983,186.9,0,198.797,140.939,10.628,10.826,186.9,6.06,,6.06,5.551,99.4,99.4
7/29/1983,182.48,0,192.931,136.78,10.417,10.334,182.48,6.105,,6.105,5.574,99.8,99.8
8/31/1983,183.75,0,195.827,138.834,10.501,10.386,183.75,6.151,,6.151,5.592,100.1,100.1
9/30/1983,189.81,0,198.531,140.751,10.832,10.794,189.81,6.198,,6.198,5.62,100.4,100.4
10/31/1983,190.49,0,196.236,139.124,10.852,10.767,190.49,6.245,,6.245,5.635,100.8,100.8
11/30/1983,192.67,0,200.375,142.058,10.964,10.92,192.67,6.289,,6.289,5.644,101.1,101.1
12/30/1983,193.04,0,199.328,141.316,11.015,10.883,193.04,6.335,,6.335,5.652,101.4,101.4
1/31/1984,197.02,0,198.216,140.527,11.211,11.177,197.02,6.383,,6.383,5.683,102.1,102.1
2/29/1984,196.01,0,191.241,135.582,11.139,10.985,196.01,6.428,,6.428,5.71,102.6,102.6
3/30/1984,193.81,0,194.553,137.93,11.1,10.727,193.81,6.475,,6.475,5.723,102.9,102.9
4/30/1984,193.43,0,196.399,139.239,11.097,10.649,193.43,6.528,,6.528,5.75,103.3,103.3
5/31/1984,187.4,0,185.527,131.531,10.819,10.134,187.4,6.579,,6.579,5.767,103.5,103.5
6/29/1984,189.8,0,189.557,134.388,10.926,10.336,189.8,6.629,,6.629,5.786,103.7,103.7
7/31/1984,198.34,0,187.205,132.721,11.355,10.942,198.34,6.683,,6.683,5.805,104.1,104.1
8/31/1984,201.68,0,207.881,147.379,11.469,11.278,201.68,6.738,,6.738,5.829,104.4,104.4
9/28/1984,206.47,0,207.932,147.416,11.701,11.632,206.47,6.796,,6.796,5.857,104.7,104.7
10/31/1984,215.23,0,208.733,147.983,12.149,12.297,215.23,6.864,,6.864,5.872,105.1,105.1
11/30/1984,219.08,0,206.395,146.326,12.382,12.558,219.08,6.914,,6.914,5.872,105.3,105.3
12/31/1984,222.28,0,211.833,150.181,12.56,12.718,222.28,6.959,,6.959,5.875,105.5,105.5
1/31/1985,227.34,0,228.337,161.882,12.818,13.132,227.34,7.004,,7.004,5.886,105.7,105.7
2/28/1985,222.69,0,231.134,163.865,12.588,12.642,222.69,7.044,,7.044,5.911,106.3,106.3
3/29/1985,227.23,0,231.287,163.973,12.798,12.868,227.23,7.088,,7.088,5.937,106.8,106.8
4/30/1985,231.93,0,231.069,163.819,13.136,13.249,231.93,7.138,,7.138,5.961,107,107
5/31/1985,244.05,0,244.42,173.284,13.772,14.336,244.05,7.186,,7.186,5.983,107.2,107.2
6/28/1985,246.63,0,248.249,175.999,13.922,14.455,246.63,7.225,,7.225,6.002,107.5,107.5
7/31/1985,245.77,0,247.888,175.743,13.859,14.28,245.77,7.271,,7.271,6.011,107.7,107.7
8/30/1985,250.39,0,245.771,174.242,14.064,14.651,250.39,7.311,,7.311,6.024,107.9,107.9
9/30/1985,251.9,0,238.084,168.792,14.222,14.755,251.9,7.355,,7.355,6.043,108.1,108.1
10/31/1985,257.18,0,249.081,176.589,14.453,15.24,257.18,7.403,,7.403,6.061,108.5,108.5
11/29/1985,263.36,0,266.165,188.7,14.735,15.804,263.36,7.448,,7.448,6.082,109,109
12/31/1985,271.41,0,279.041,197.829,15.113,16.546,271.41,7.496,,7.496,6.097,109.5,109.5
1/31/1986,272.92,0,280.599,198.934,15.238,16.62,272.92,7.538,,7.538,6.115,109.9,109.9
2/28/1986,283.68,0,301.573,213.803,15.657,17.87,283.68,7.578,,7.578,6.099,109.7,109.7
3/31/1986,292.49,0,318.399,225.732,16.186,18.327,292.49,7.623,,7.623,6.071,109.1,109.1
4/30/1986,294.04,0,314.813,223.19,16.318,18.357,294.04,7.663,,7.663,6.058,108.7,108.7
5/30/1986,288.42,0,331.562,235.064,15.968,18.056,288.42,7.7,,7.7,6.076,109,109
6/30/1986,295.97,0,337.165,239.037,16.409,18.449,295.97,7.741,,7.741,6.106,109.4,109.4
7/31/1986,298.59,0,318.307,225.667,16.667,18.506,298.59,7.781,,7.781,6.108,109.5,109.5
8/29/1986,306.01,0,341.911,242.401,17.109,19.015,306.01,7.817,,7.817,6.119,109.6,109.6
9/30/1986,302.99,0,313.645,222.362,16.921,18.799,302.99,7.852,,7.852,6.149,110,110
10/31/1986,307.37,0,331.733,235.186,17.195,19.154,307.37,7.889,,7.889,6.155,110.2,110.2
11/28/1986,311.67,0,339.795,240.901,17.389,19.6,311.67,7.919,,7.919,6.16,110.4,110.4
12/31/1986,312.84,0,331.124,234.754,17.401,19.829,312.84,7.958,,7.958,6.166,110.8,110.8
1/30/1987,317.25,0,375.712,266.365,17.587,20.258,317.25,7.991,,7.991,6.203,111.4,111.4
2/27/1987,319.45,0,390.558,276.89,17.691,20.375,319.45,8.025,,8.025,6.227,111.8,111.8
3/31/1987,318.01,0,401.827,284.879,17.636,20.198,318.01,8.063,,8.063,6.255,112.2,112.2
4/30/1987,309.29,0,398.259,282.35,17.205,19.184,309.29,8.099,,8.099,6.289,112.7,112.7
5/29/1987,308.08,0,401.712,284.798,17.14,19.084,308.08,8.129,,8.129,6.307,113,113
6/30/1987,312.32,0,421.998,299.18,17.35,19.38,312.32,8.169,,8.169,6.333,113.5,113.5
7/31/1987,312.08,0,443.376,314.336,17.394,19.149,312.08,8.206,,8.206,6.346,113.8,113.8
8/31/1987,310.41,0,459.92,326.065,17.328,19.006,310.41,8.245,,8.245,6.382,114.3,114.3
9/30/1987,303.8,0,449.837,318.917,17.085,18.204,303.8,8.282,,8.282,6.413,114.7,114.7
10/30/1987,314.62,0,352.959,250.234,17.596,19.127,314.62,8.331,,8.331,6.43,115,115
11/30/1987,317.14,0,323.879,229.617,17.741,19.366,317.14,8.36,,8.36,6.439,115.4,115.4
12/31/1987,321.46,0,348.511,247.081,17.906,19.776,321.46,8.393,,8.393,6.438,115.6,115.6
1/29/1988,332.76,257.47,363.169,257.472,18.472,20.799,332.76,8.418,,8.418,6.454,116,116
2/29/1988,336.71,269.48,380.098,269.474,18.698,21.086,336.71,8.456,,8.456,6.471,116.2,116.2
3/31/1988,333.55,261.15,368.356,261.15,18.537,20.689,333.55,8.493,,8.493,6.499,116.5,116.5
4/29/1988,331.75,264.04,372.43,264.038,18.455,20.381,331.75,8.532,,8.532,6.532,117.2,117.2
5/31/1988,329.52,266.32,375.651,266.322,18.364,20.265,329.52,8.576,,8.576,6.555,117.5,117.5
6/30/1988,337.47,278.54,392.89,278.543,18.698,21.033,337.47,8.617,,8.617,6.583,118,118
7/29/1988,335.7,277.49,391.4,277.487,18.61,20.8,335.7,8.661,,8.661,6.61,118.5,118.5
8/31/1988,336.58,268.07,378.113,268.067,18.593,20.912,336.58,8.712,,8.712,6.638,119,119
9/30/1988,344.2,279.49,394.222,279.488,18.957,21.594,344.2,8.766,,8.766,6.683,119.5,119.5
10/31/1988,350.68,287.27,405.199,287.27,19.238,22.183,350.68,8.819,,8.819,6.705,119.9,119.9
11/30/1988,346.42,283.18,399.424,283.176,19.017,21.808,346.42,8.869,,8.869,6.711,120.3,120.3
12/30/1988,346.81,288.12,406.392,288.116,18.999,21.893,346.81,8.926,,8.926,6.722,120.7,120.7
1/31/1989,351.8,309.21,436.151,309.214,19.23,22.335,351.8,8.975,,8.975,6.756,121.2,121.2
2/28/1989,349.25,301.51,425.282,301.508,19.133,22.047,349.25,9.03,,9.03,6.783,121.6,121.6
3/31/1989,350.76,308.54,435.203,308.542,19.227,22.188,350.76,9.09,,9.09,6.822,122.2,122.2
4/28/1989,358.1,324.56,457.799,324.561,19.65,22.661,358.1,9.152,,9.152,6.867,123.1,123.1
5/31/1989,367.51,337.69,476.321,337.693,20.067,23.52,367.51,9.224,,9.224,6.906,123.7,123.7
6/30/1989,378.7,335.78,473.62,335.778,20.717,24.449,378.7,9.289,,9.289,6.923,124.1,124.1
7/31/1989,386.75,366.1,516.383,366.095,21.203,24.884,386.75,9.354,,9.354,6.94,124.5,124.5
8/31/1989,381.02,373.25,526.478,373.252,20.682,24.479,381.02,9.423,,9.423,6.951,124.5,124.5
9/29/1989,382.97,371.74,524.342,371.738,20.824,24.576,382.97,9.485,,9.485,6.973,124.8,124.8
10/31/1989,392.4,363.11,512.167,363.106,21.318,25.255,392.4,9.549,,9.549,7.007,125.4,125.4
11/30/1989,396.14,370.51,522.612,370.511,21.497,25.432,396.14,9.614,,9.614,7.023,125.9,125.9
12/29/1989,397.2,379.41,535.162,379.409,21.524,25.447,397.2,9.673,,9.673,7.034,126.3,126.3
1/31/1990,392.48,353.94,499.234,353.937,21.299,24.961,392.48,9.728,,9.728,7.107,127.5,127.5
2/28/1990,393.75,358.5,505.664,358.496,21.313,24.931,393.75,9.783,,9.783,7.14,128,128
3/30/1990,394.04,368,519.063,367.995,21.318,24.903,394.04,9.846,,9.846,7.18,128.6,128.6
4/30/1990,390.43,358.82,506.114,358.815,21.154,24.428,390.43,9.914,,9.914,7.191,128.9,128.9
5/31/1990,401.99,393.8,555.463,393.801,21.707,25.368,401.99,9.981,,9.981,7.207,129.1,129.1
6/29/1990,408.44,391.14,551.715,391.144,22.035,25.916,408.44,10.043,,10.043,7.246,129.9,129.9
7/31/1990,414.09,389.89,549.946,389.89,22.418,26.181,414.09,10.111,,10.111,7.274,130.5,130.5
8/31/1990,408.56,354.65,500.236,354.648,22.213,25.416,408.56,10.178,,10.178,7.341,131.6,131.6
9/28/1990,411.94,337.39,475.892,337.389,22.422,25.647,411.94,10.238,,10.238,7.403,132.5,132.5
10/31/1990,417.17,335.95,473.665,335.81,22.804,25.986,417.17,10.3081,,10.308,7.447,133.4,133.4
11/30/1990,426.15,357.67,504.496,357.668,23.243,26.726,426.15,10.4,,10.366,7.464,133.7,133.7
12/31/1990,432.79,367.63,518.55,367.631,23.618,27.173,432.79,10.429,,10.429,7.464,134.2,134.2
1/31/1991,438.14,383.64,541.133,383.642,23.87,27.58,438.14,10.483,,10.483,7.509,134.7,134.7
2/28/1991,441.88,411.08,579.832,411.078,23.984,27.914,441.88,10.533,,10.533,7.52,134.8,134.8
3/29/1991,444.92,421.03,593.873,421.032,24.039,28.216,444.92,10.579,,10.579,7.531,134.8,134.8
4/30/1991,449.74,422.03,595.279,422.029,24.32,28.605,449.74,10.635,,10.635,7.542,135.1,135.1
5/31/1991,452.37,440.24,620.959,440.235,24.464,28.717,452.37,10.685,,10.685,7.564,135.6,135.6
6/28/1991,452.14,420.07,592.511,420.067,24.409,28.665,452.14,10.73,,10.73,7.587,136,136
7/31/1991,458.41,439.65,620.127,439.646,24.725,29.144,458.41,10.782,,10.782,7.598,136.2,136.2
8/30/1991,468.33,450.06,634.819,450.062,25.335,29.945,468.33,10.832,,10.832,7.62,136.6,136.6
9/30/1991,477.82,442.53,624.196,442.53,25.881,30.757,477.82,10.881,,10.881,7.654,137,137
10/31/1991,483.14,448.48,632.588,448.48,26.228,30.889,483.14,10.9281,,10.928,7.665,137.2,137.2
11/29/1991,487.57,430.41,607.099,430.409,26.565,31.216,487.57,0.97,,10.97,7.687,137.8,137.8
12/31/1991,502.05,479.63,676.53,479.633,27.27,32.577,502.05,11.012,,11.012,7.693,138.2,138.2
1/31/1992,495.22,470.7,663.923,470.695,26.737,32.014,495.22,11.049,,11.049,7.704,138.3,138.3
2/28/1992,498.442,476.79,672.522,476.792,26.796,32.321,498.442,11.081,,11.081,7.732,138.6,138.6
3/31/1992,495.634,467.52,659.442,467.518,26.583,32.085,495.634,11.118,,11.118,7.771,139.1,139.1
4/30/1992,499.21,481.25,678.804,481.245,26.843,32.136,499.21,11.154,,11.154,7.782,139.4,139.4
5/29/1992,508.631,483.6,682.131,483.604,27.438,32.953,508.631,11.185,,11.185,7.793,139.7,139.7
6/30/1992,515.629,476.41,671.983,476.409,27.923,33.467,515.629,11.221,,11.221,7.821,140.1,140.1
7/31/1992,526.154,495.87,699.435,495.872,28.6,34.497,526.154,11.255,,11.255,7.838,140.5,140.5
8/31/1992,531.48,485.72,685.121,485.724,29.029,34.808,531.48,11.285,,11.285,7.86,140.8,140.8
9/30/1992,537.785,491.43,693.171,491.431,29.592,35.153,537.785,11.314,,11.314,7.882,141.1,141.1
10/30/1992,530.651,493.13,695.566,493.129,29.054,34.604,530.651,11.3401,,11.34,7.91,141.7,141.7
11/30/1992,530.772,509.92,719.251,509.921,28.81,34.843,530.772,1.366,,11.366,7.921,142.1,142.1
12/31/1992,539.212,516.18,728.078,516.179,29.23,35.637,539.212,11.398,,11.398,7.916,142.3,142.3
1/29/1993,549.553,520.49,734.165,520.494,30.021,36.528,549.553,11.425,,11.425,7.955,142.8,142.8
2/26/1993,559.166,527.59,744.171,527.588,30.749,37.463,559.166,11.45,,11.45,7.983,143.1,143.1
3/31/1993,561.505,538.72,759.872,538.719,30.883,37.557,561.505,11.479,,11.479,8.011,143.3,143.3
4/30/1993,565.41,525.7,741.505,525.698,31.156,37.752,565.41,11.506,,11.506,8.033,143.8,143.8
5/31/1993,566.127,539.76,761.341,539.761,31.126,37.828,566.127,11.531,,11.531,8.044,144.2,144.2
6/30/1993,576.386,541.34,763.571,541.342,31.753,38.936,576.386,11.561,,11.561,8.055,144.3,144.3
7/30/1993,579.645,539.16,760.499,539.164,31.769,39.326,579.645,11.588,,11.588,8.055,144.5,144.5
8/31/1993,589.811,559.62,789.355,559.621,32.477,40.454,589.811,11.617,,11.617,8.078,144.8,144.8
9/30/1993,591.431,555.33,783.301,555.329,32.657,40.628,591.431,11.647,,11.647,8.094,145,145
10/29/1993,593.638,566.82,799.505,566.817,32.714,40.835,593.638,11.673,,11.673,8.128,145.6,145.6
11/30/1993,588.591,561.41,791.884,561.414,32.411,40.068,588.591,11.702,,11.702,8.133,146,146
12/31/1993,591.781,568.2,801.458,568.202,32.516,40.336,591.781,11.728,,11.728,8.133,146.3,146.3
1/31/1994,599.771,587.52,828.706,587.52,32.964,41.151,599.771,11.758,,11.758,8.156,146.3,146.3
